Filename,Title,GameID,Region,FMID
SHADOMAN.???,Shadow Man,T8104D  58,Europe,T8104D50
SHADOMAN.???,Shadow Man,T8104D  18,Germany,T8104D50
SHADOMAN.???,Shadow Man,T-8106N   ,USA,T8104D50
SHENMUE1_???,Shenmue,MK-5105950,Europe,830020550
SHENMUE1_???,Shenmue,MK-51059  ,USA,830020550
SHENMUE1_???,Shenmue: Isshou Yokosuka,HDR-0016  ,Japan,HDR0031
SHENMUE2_???,Shenmue II,MK-5118450,Europe,MK5118450
SHENMUE2_???,Shenmue II,HDR-0164  ,Japan,MK5118450
SM2000US.???,Seaman,MK-51048  ,USA,MK51048
SSCOPE01.DAT,Silent Scope,T9505D    ,Europe,T9505D50
SSCOPE01.DAT,Silent Scope,T9507N    ,USA,T9505D50
SILENT01.DAT,Silent Scope,T9513M    ,Japan,T9505D50
_SILVER_.???,Silver,T15109D   ,Europe,T15109D91
_SILVER_.???,Silver,T15108N   ,USA,T15109D91
SLAVEZERO.??,Slave Zero,T15104D 50,Europe,
SLAVEZERO.??,Slave Zero,T15106N   ,USA,
SP1_????????,Sega Smash Pack: Volume 1,MK-51146  ,USA,MK51146
SNOCROSS_CFG,SnoCross Championship Racing,T17722D 50,Europe,T17722
SNOCROSS_CFG,SnoCross Championship Racing,T40207N   ,USA,T17722
SFORTUNE.???,Soldier of Fortune,T17726D 50,Europe,T17726D50
SFORTUNE.???,Soldier of Fortune,T40212N   ,USA,T17726D50
SONICADV_???,Sonic Adventure,MK-5100050,Europe,MK51000
SONICADV_???,Sonic Adventure,HDR-0001  ,Japan,MK51000
SONICADV_???,Sonic Adventure,MK-51000  ,USA,MK51000
SONIC2___???,Sonic Adventure 2,MK-5111750,Europe,MK51117
SONIC2___???,Sonic Adventure 2,HDR-0165  ,Japan,MK51117
SONIC2___???,Sonic Adventure 2,MK-51117  ,USA,MK51117
SSHUFFLE.DAT,Sonic Shuffle,MK-5106050,Europe,MK5106050
SSHUFFLE.DAT,Sonic Shuffle,HDR-0125  ,Japan,MK5106050
SSHUFFLE.DAT,Sonic Shuffle,MK-51060  ,USA,MK5106050
SONICSHUFFLE,Sonic Shuffle,MK-5106050,Europe,MK5106050
SONICSHUFFLE,Sonic Shuffle,HDR-0125  ,Japan,MK5106050
SONICSHUFFLE,Sonic Shuffle,MK-51060  ,USA,MK5106050
SORCER-7S000,Sorcerian: Shichisei Mahou no Shito,T9103M    ,Japan,T9102M
SCALIBUR_MB?,Soulcalibur,T1401D  50,Europe,T1401D50
SCALIBUR_MB?,Soulcalibur,T1401M    ,Japan,T1401D50
SCALIBUR_MB?,Soulcalibur,T1401N    ,USA,T1401D50
SOULFIGH_???,Soul Fighter,T41401D 50,Europe,T41401D
SOULFIGH_???,Soul Fighter,T41401N   ,USA,T41401D
SP_RALLY.SYS,South Park Rally,T-8112D-50,Europe,T8112D50
SP_RALLY.SYS,South Park Rally,T-8116N   ,USA,T8112D50
SC5PART2_DAT,Space Channel 5 Part 2,HDR-0190  ,Japan,HDR0190
SPACECH5_???,Space Channel 5,MK-5105150,Europe,MK5105150
SPACECH5_???,Space Channel 5,HDR-0029  ,Japan,MK5105150
SPACECH5_???,Space Channel 5,MK-51051  ,USA,MK5105150
SPAWN???????,Spawn: In the Demon's Hand,T36816D 50,Europe,T36816D50
SPAWN???????,Spawn: In the Demon's Hand,T1216M    ,Japan,T36816D50
SPAWN???????,Spawn: In the Demon's Hand,T1216N    ,USA,T36816D50
SO-OMEGA_???,Spec Ops II: Omega Squad,T45004D 50,Europe,T45004D50
SO-OMEGA_???,Spec Ops II: Omega Squad,T41704N   ,USA,T45004D50
SPEEDDEV.???,Speed Devils,T17702D 50,Europe,T17702D50
SPEEDDEV.???,Speed Devils,T17702M   ,Japan,T17702D50
SPEEDDEV.???,Speed Devils,T17702N   ,USA,T17702D50
SPEEDONL.???,Speed Devils: Online Racing,T17713D 50,Europe,T17702D50
SPEEDONL.???,Speed Devils: Online Racing,T17718N   ,USA,T17702D50
SPIDRMAN.DAT,Spider-Man,T13008N   ,Europe,T13011D50
SPIDRMAN.DAT,Spider-Man,T13008N   ,USA,T13011D50
SPRT_JAM_DAT,Sports Jam,HDR-0153  ,Japan,HDR0153
SPRT_JAM_DAT,Sports Jam,T44304N   ,USA,HDR0153
SRWALPHA.???,Super Robot Taisen Alpha,T20602M   ,Japan,T20602M
SSF2X___.SYS,Super Street Fighter II X,T1236M    ,Japan,T1236M
STARLANCER??,StarLancer,T17723D 05,Europe,
STARLANCER??,StarLancer,T40209N   ,USA,
STARSEEK.SYS,Doki Doki Idol Star Seeker Remix,T46701M   ,Japan,T46701M
SW_EP1_RACER,Star Wars: Episode I: Racer,T23001D 50,Europe,
SW_EP1_RACER,Star Wars: Episode I: Racer,T23001N   ,USA,
SWEP1JPB.SAV,Star Wars: Episode I: Jedi Power Battles,T23002D   ,Europe,
SWEP1JPB.SAV,Star Wars: Episode I: Jedi Power Battles,T23002N   ,USA,
STF3_D_I.DAT,Street Fighter III: Double Impact,T7006D  50,Europe,T7006D50
STF3_D_I.DAT,Street Fighter III: Double Impact,T1210N    ,USA,T7006D50
STF3_D_I.DAT,Street Fighter III: W Impact,T1211M    ,Japan,T7006D50
STF3_3RD.???,Street Fighter III: 3rd Strike,T7013D-50 ,Europe,T7013D50
STF3_3RD.???,Street Fighter III: 3rd Strike,T1213N    ,USA,T7013D50
STF3_3RD.???,Street Fighter III: 3rd Strike: Fight for the Future,T1209M    ,Japan,T7013D50
SFALPHA3.???,Street Fighter Alpha 3,T1203N    ,USA,T7005D50
STFZERO3.???,Street Fighter Zero 3: Saikyo-ryu Dojo,T1203M    ,Japan,T1203M
STRIKER__???,Striker Pro 2000,T15111N   ,USA,T15111N
STUNTGP1.SAV,Stunt GP,T22904D 50,Europe,T22904D50
STUPIDIN_???,Stupid Invaders,T17711D   ,Europe,T17711D09
STUPIDIN_???,Stupid Invaders,T17708N   ,USA,T17711D09
SUNRISE_EIYU,Sunrise Eiyuutan,T41101M   ,Japan,T41101M
SPMAGNEO.???,Super Magnetic Neo,T40206D 50,Europe,T40206D50
SPMAGNEO.???,Super Magnetic Neo,T40206N   ,USA,T40206D50
SPMAGNEO.???,Super Magnetic Niuniu,T30802M   ,Japan,T40206D50
SUPER_RB.???,Super Runabout: San Francisco Edition,T7014D  50,Europe,
SUPER_RB.???,Super Runabout: San Francisco Edition,T22102M   ,Japan,
SUPER_RB.???,Super Runabout: San Francisco Edition,T12509N   ,USA,
SURFROCK.SYS,Surf Rocket Racers,T17721D 50,Europe,T6803M
SURFROCK.SYS,Surf Rocket Racers,T40216N   ,USA,T6803M
ALSTRACE.SAV,Suzuki Alstare: Extreme Racing,T17703D 50,Europe,T17705N
ALSTRACE.SAV,Suzuki Alstare: Extreme Racing,T17703N   ,USA,T17705N
SWDEMOLI.TIO,Star Wars: Demolition,T13010D 05,Europe,T13010D50
SWDEMOLI.TIO,Star Wars: Demolition,T23003N   ,USA,T13010D50
BERSERK_DATA,Berserk: Millennium Falcon-hen: Wasurebana no Shou,T2101M    ,Japan,T2101M
BERSERK_DATA,Sword of the Berserk: Guts' Rage,T36807D 05,Europe,T36807D50
BERSERK_DATA,Sword of the Berserk: Guts' Rage,T-36805N  ,USA,T36807D50
SYDNEY2K_SAV,Sydney 2000,T36808D 03,Australia,T36808D03
SYDNEY2K_SAV,Sydney 2000,T36808D 05,Europe,T36808D03
SYDNEY2K_SAV,Sydney 2000,T36808D 09,France,T36808D03
SYDNEY2K_SAV,Sydney 2000,T36808D 18,Germany,T36808D03
SYDNEY2K_SAV,Sydney 2000,T36808D 13,Italy,T36808D03
SYDNEY2K_SAV,Sydney 2000,T1237M    ,Japan,T36808D03
SYDNEY2K_SAV,Sydney 2000,T36808D 06,Spain,T36808D03
SYDNEY2K_SAV,Sydney 2000,T36808N   ,USA,T36808D03
TANTEIDSH000,Tantei Shinshi Dash!,T44401M   ,Japan,T44403M
ROMANCER_DAT,Tech Romancer,T7009D50  ,Europe,T7009D50
ROMANCER_DAT,Tech Romancer,T1208N    ,USA,T7009D50
TEE_OFF_.SYS,Tee Off,T8108D  50,Europe,T40901M
TEE_OFF_.SYS,Tee Off,T8108N    ,USA,T40901M
TESTDRIV6_00,Test Drive 6,T15102N   ,USA,T15102N
NEXTTETRIS??,The Next Tetris,T17717D 50,Europe,T17717D50
NEXTTETRIS??,The Next Tetris: On-Line Edition,T40214N   ,USA,T17717D50
SEGATETRIS??,Sega Tetris,HDR-0073  ,Japan,HDR0073
RINGFILE.???,The Ring,T27902M   ,Japan,
RINGFILE.???,The Ring: Terror's Realm,T15122N   ,USA,
TIME_STK.???,Time Stalkers,MK-5101153,Europe,MK5101150
TIME_STK.???,Time Stalkers,MK-51011  ,USA,MK5101150
SHUTOKOUB???,Shutokou Battle,T30801M   ,Japan,T30801M
SHUTOKOUB???,Tokyo Xtreme Racer,T40202N   ,USA,T40202N
SHUTOKOU2???,Shutokou Battle 2,T30803M   ,Japan,T30803M
TXRACER02???,Tokyo Xtreme Racer 2,T40211N   ,USA,T40211N
TOKYOBUS.001,Tokyo Bus Guide,T35402M   ,Japan,T35402M
TOMBRAID.???,Tomb Raider IV: The Last Revelation,T1233M    ,Japan,T36804D
TOMBRAID.???,Tomb Raider: The Last Revelation,T36804D05 ,Europe,T36804D
TOMBRAID.???,Tomb Raider: The Last Revelation,T-36806N  ,USA,T36804D
TOMBCHRN.???,Tomb Raider Chronicles,T36815D05 ,Europe,T36815D05
TOMBCHRN.???,Tomb Raider Chronicles,T36815D06 ,Spain,T36815D05
TOMBCHRN.???,Tomb Raider Chronicles,T36812N   ,USA,T36815D05
TOMBCHRN.???,Tomb Raider Chronicles: La Leggenda di Lara Croft,T36815D13 ,Italy,T36815D05
TOMBCHRN.???,Tomb Raider: Die Chronik,T36815D18 ,Germany,T36815D05
TOMBCHRN.???,Tomb Raider: Sur les Traces de Lara Croft,T36815D09 ,France,T36815D05
TONYHAWK.???,Tony Hawk's Pro Skater,T40205N   ,USA,T40205N
TONYHAWK.???,Tony Hawk's Skateboarding,T40204D 50,Europe,T40205N
TONYHWK2.???,Tony Hawk's Pro Skater 2,T13008D 05,Europe,T13008D05
TONYHWK2.???,Tony Hawk's Pro Skater 2,T13008D 18,Germany,T13008D05
TONYHWK2.???,Tony Hawk's Pro Skater 2,T13006N   ,USA,T13008D05
TOY_COMM.???,Toy Commander,MK-5102050,Europe,MK5102050
TOY_COMM.???,Toy Commander,MK-57020  ,USA,MK5102050
TOYS2DAT.???,Disney/Pixar Toy Story 2: Buzz l'Eclair à la Rescousse !,T13003D 09,France,T13003D09
TOYS2DAT.???,Disney/Pixar Toy Story 2: Buzz Lightyear eilt zur Hilfe!,T13003D 18,Germany,T13003D09
TOYS2DAT.???,Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!,T13003D 05,Europe,T13003D09
TOYS2DAT.???,Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!,T13003N   ,USA,T13003D09
TRICKSTY.???,TrickStyle,T-8101D-50,Europe,T8101D18
TRICKSTY.???,TrickStyle,T-8102N   ,USA,T8101D18
TRI_CRI__???,Tricolore Crise,T9104M    ,Japan,
KONOHANA.DAT,Konohana: True Report,T9905M    ,Japan,T9905M
21TWOONE.SYS,21: Two One,T46503M   ,Japan,
TOD_DC__.SYS,The Typing of the Dead,HDR-0067  ,Japan,
TOD_DC_E.SYS,The Typing of the Dead,MK-51144  ,USA,
ULTIMATE.???,Ultimate Fighting Championship,T40203D 50,Europe,T40203D50
ULTIMATE.???,Ultimate Fighting Championship,T1241M    ,Japan,T40203D50
ULTIMATE.???,Ultimate Fighting Championship,T40204N   ,USA,T40203D50
UNREALTO.SYS,Unreal Tournament,T15113D 50,Europe,T15113D50
UNREALTO.SYS,Unreal Tournament,T15125N   ,USA,T15113D50
UR_CHAOS.???,Urban Chaos,T36810D 50,Europe,
UR_CHAOS.???,Urban Chaos,T36810N   ,USA,
VNISHNPT.SYS,Vanishing Point,T-8110D-50,Europe,T8110D50
VNISHNPT.SYS,Vanishing Point,T-8110N   ,USA,T8110D50
VERMILION_??,Vermilion Desert,T5302M    ,Japan,T5302M
VF3TB0000000,Virtua Fighter 3tb,MK-5100150,Europe,
VF3TB0000000,Virtua Fighter 3tb,HDR-0002  ,Japan,
VF3TB0000000,Virtua Fighter 3tb,MK-51001  ,USA,
V8SECOND.???,Vigilante 8: 2nd Battle,T36501M   ,Japan,T13002D50
V8SECOND.???,Vigilante 8: 2nd Offense,T13002D   ,Europe,T13002D50
V8SECOND.???,Vigilante 8: 2nd Offense,T13002N   ,USA,T13002D50
V_ATHL2K.???,Virtua Athlete 2000,T44301N   ,USA,MK5109450
V_ATHL2K.???,Virtua Athlete 2K,MK-5109450,Europe,MK5109450
V_ATHL2K.???,Virtua Athlete 2K,HDR-0081  ,Japan,MK5109450
VIRTUA_COP_2,Virtua Cop 2,HDR-0061  ,Japan,HDR0061
VOORATAN.???,Cyber Troopers: Virtual-On: Oratorio Tangram,T13004N   ,USA,T13004N
VOORATAN.???,Dennou Senki: Virtual-On: Oratorio Tangram,HDR-0040  ,Japan,T13004N
VS2_DATA_???,Virtua Striker 2,MK-51028  ,USA,MK51028
VS2_DATA_???,Virtua Striker 2 Ver. 2000.1,MK-5102850,Europe,MK51028
VS2_DATA_???,Virtua Striker 2 Ver. 2000.1,HDR-0045  ,Japan,MK51028
POWER_SMASH.,Power Smash: Sega Professional Tennis,HDR-0113  ,Japan,HDR0113
VIRTUATENNIS,Virtua Tennis,MK-51054  ,USA,MK51054
VIRTUATENNIS,Virtua Tennis: Sega Professional Tennis,MK-5105450,Europe,MK51054
POWER_SMASH2,Power Smash 2: Sega Professional Tennis,HDR-0177  ,Japan,HDR0177
TENNIS_2K2__,Tennis 2K2,MK-51186  ,USA,MK51186
V_TENNIS2___,Virtua Tennis 2: Sega Professional Tennis,MK-5118650,Europe,MK5118650
TDVRALLY_???,Test Drive V-Rally,T15110N   ,USA,T15110N
_VRALLY2_???,V-Rally 2: Expert Edition,T15105D 50,Europe,T15110N
WACKYRUS.???,Wacky Races,T15106D   ,Europe,T15106D50
WACKYRUS.???,Wacky Races,T15113N   ,USA,T15106D50
WETRIXPLS_HS,Wetrix+,T40504D 50,Europe,T40504D50
WETRIXPLS_HS,Wetrix+,T8111N    ,USA,T40504D50
WMETAL__.???,Wild Metal,T40501D-50,Europe,T40501D50
WMETAL__.???,Wild Metal,T42101N 00,USA,T40501D50
ARMAGEDDONDC,Worms Armageddon,T40601D 50,Europe,830008450
ARMAGEDDONDC,Worms Armageddon,T40601N   ,USA,830008450
WWP_DC_SAVE.,Worms World Party,T7016D  50,Europe,830008450
WWP_DC_SAVE.,Worms World Party,T22904N   ,USA,830008450
WWFATUDE.???,WWF Attitude,T-8103N-50,Europe,T8103D50
WWFATUDE.???,WWF Attitude,T-8103N-18,Germany,T8103D50
WWFATUDE.???,WWF Attitude,T-8103N   ,USA,T8103D50
ROYAL_RUMBLE,WWF Royal Rumble,T10003D 50,Europe,T10003D
ROYAL_RUMBLE,WWF Royal Rumble,T45101M   ,Japan,T10003D
ROYAL_RUMBLE,WWF Royal Rumble,T10005N   ,USA,T10003D
EXTREMES.SYS,Sega Extreme Sports,MK-5108150,Europe,MK5108150
EXTREMES.SYS,Sega Extreme Sports,HDR-0146  ,Japan,MK5108150
XTREMESP.SYS,Xtreme Sports,T15126N   ,USA,T15126N
ZEROGNR2.SYS,Zero Gunner 2,T20401M   ,Japan,T20401M
ZOMBIE_U_???,Zombie Revenge,MK-5103850,Europe,
ZOMBIE_U_???,Zombie Revenge,HDR-0026  ,Japan,
ZOMBIE_U_???,Zombie Revenge,MK-51038  ,USA,
ZUSARVASAR00,Zusar Vasar,T43301M   ,Japan,T43301M
VS.SNKMF_???,Capcom vs. SNK,T7017D  50,Europe,T7017D50
VS.SNKMF_???,Capcom vs. SNK,T1218N    ,USA,T7017D50
CAPVSSNK_???,Capcom vs. SNK: Millennium Fight 2000,T1217M    ,Japan,T7017D50
CVS.S2___???,Capcom vs. SNK 2: Millionaire Fighting 2001,T1249M    ,Japan,T1249M
U_DEFEAT.???,Under Defeat,T46705M   ,Japan,T46704M
VAMPIRE_.???,Vampire Chronicle,T1235M    ,Japan,T1235M
PSY2DATA.RNK,Psyvariar 2: The Will to Fabricate,T9907M    ,Japan,
HALFLIFE.???,Half-Life,T11001N,USA,
